         ns       /testbench/out_x          /testbench/out_z      
          delta                /testbench/out_y                   
          0  +0                  x            x            x 
     313990  +2           -5679028     -5567398     24718507 
     314010  +2           -5674668     -5643849     24578806 
     314030  +2           -5673465     -5722879     24442086 
     314050  +2           -5675396     -5804469     24308435 
     314070  +2           -5680438     -5888601     24177943 
     314090  +2           -5688570     -5975261     24050699 
     314110  +2           -5699769     -6064436     23926796 
     314130  +2           -5714014     -6156115     23806326 
     314150  +2           -5731284     -6250288     23689384 
     314170  +2           -5751558     -6346948     23576067 
     314190  +2           -5774816     -6446086     23466474 
     314210  +2           -5801038     -6547696     23360705 
     314230  +2           -5830205     -6651770     23258863 
     314250  +2           -5862298     -6758302     23161054 
     314270  +2           -5897299     -6867283     23067386 
     314290  +2           -5935189     -6978704     22977969 
     314310  +2           -5975952     -7092555     22892916 
     314330  +2           -6019570     -7208824     22812343 
     314350  +2           -6066026     -7327497     22736369 
     314370  +2           -6115303     -7448556     22665116 
     314390  +2           -6167384     -7571982     22598708 
     314410  +2           -6222252     -7697750     22537273 
     314430  +2           -6279889     -7825833     22480941 
     314450  +2           -6340278     -7956198     22429845 
     314470  +2           -6403400     -8088809     22384121 
     314490  +2           -6469237     -8223622     22343907 
     314510  +2           -6537768     -8360588     22309345 
     314530  +2           -6608972     -8499652     22280578 
     314550  +2           -6682827     -8640752     22257753 
     314570  +2           -6759309     -8783817     22241017 
     314590  +2           -6838392     -8928768     22230519 
     314610  +2           -6920048     -9075517     22226411 
     314630  +2           -7004247     -9223968     22228845 
     314650  +2           -7090955     -9374013     22237974 
     314670  +2           -7180137     -9525534     22253951 
     314690  +2           -7271755     -9678402     22276928 
     314710  +2           -7365765     -9832476     22307058 
     314730  +2           -7462121     -9987602     22344492 
     314750  +2           -7560773    -10143613     22389377 
     314770  +2           -7661666    -10300329     22441860 
     314790  +2           -7764739    -10457555     22502081 
     314810  +2           -7869928    -10615081     22570178 
     314830  +2           -7977161    -10772683     22646282 
     314850  +2           -8086362    -10930120     22730517 
     314870  +2           -8197447    -11087135     22823000 
     314890  +2           -8310326    -11243456     22923837 
     314910  +2           -8424902    -11398794     23033126 
     314930  +2           -8541070    -11552842     23150951 
     314950  +2           -8658718    -11705278     23277383 
     314970  +2           -8777725    -11855761     23412478 
     314990  +2           -8897961    -12003936     23556276 
     315010  +2           -9019289    -12149429     23708798 
     315030  +2           -9141561    -12291852     23870045 
     315050  +2           -9264620    -12430802     24039997 
     315070  +2           -9388299    -12565860     24218609 
     315090  +2           -9512423    -12696595     24405812 
     315110  +2           -9636805    -12822563     24601508 
     315130  +2           -9761249    -12943309     24805571 
     315150  +2           -9885549    -13058369     25017843 
     315170  +2          -10009488    -13167272     25238135 
     315190  +2          -10132839    -13269540     25466222 
     315210  +2          -10255367    -13364693     25701844 
     315230  +2          -10376826    -13452250     25944704 
     315250  +2          -10496960    -13531732     26194466 
     315270  +2          -10615506    -13602665     26450754 
     315290  +2          -10732192    -13664584     26713154 
     315310  +2          -10846739    -13717035     26981209 
     315330  +2          -10958860    -13759579     27254422 
     315350  +2          -11068264    -13791796     27532255 
     315370  +2          -11174652    -13813290     27814130 
     315390  +2          -11277724    -13823690     28099430 
     315410  +2          -11377176    -13822657     28387499 
     315430  +2          -11472703    -13809886     28677645 
     315450  +2          -11564000    -13785110     28969142 
     315470  +2          -11650763    -13748106     29261232 
     315490  +2          -11732691    -13698695     29553129 
     315510  +2          -11809489    -13636749     29844022 
     315530  +2          -11880867    -13562193     30133078 
     315550  +2          -11946544    -13475006     30419450 
     315570  +2          -12006250    -13375225     30702277 
     315590  +2          -12059726    -13262949     30980692 
     315610  +2          -12106727    -13138336     31253827 
     315630  +2          -12147025    -13001607     31520819 
     315650  +2          -12180408    -12853046     31780815 
     315670  +2          -12206683    -12692999     32032979 
     315690  +2          -12225680    -12521874     32276496 
     315710  +2          -12237251    -12340137     32510581 
     315730  +2          -12241270    -12148313     32734482 
     315750  +2          -12237639    -11946981     32947488 
     315770  +2          -12226286    -11736770     33148933 
     315790  +2          -12207165    -11518357     33338200 
     315810  +2          -12180259    -11292460     33514727 
     315830  +2          -12145580    -11059834     33678010 
     315850  +2          -12103169    -10821266     33827608 
     315870  +2          -12053095    -10577567     33963144 
     315890  +2          -11995458    -10329568     34084307 
     315910  +2          -11930385    -10078111     34190855 
     315930  +2          -11858031     -9824046     34282613 
     315950  +2          -11778579     -9568222     34359475 
     315970  +2          -11692237     -9311482     34421404 
     315990  +2          -11599239     -9054656     34468427 
     316010  +2          -11499842     -8798554     34500637 
     316030  +2          -11394323     -8543964     34518187 
     316050  +2          -11282981     -8291645     34521289 
     316070  +2          -11166132     -8042320     34510209 
     316090  +2          -11044109     -7796677     34485264 
     316110  +2          -10917257     -7555361     34446817 
     316130  +2          -10785933     -7318973     34395272 
     316150  +2          -10650505     -7088068     34331069 
     316170  +2          -10511348     -6863153     34254681 
     316190  +2          -10368841     -6644684     34166607 
     316210  +2          -10223367     -6433069     34067368 
     316230  +2          -10075309     -6228665     33957503 
     316250  +2           -9925050     -6031779     33837562 
     316270  +2           -9772970     -5842671     33708104 
     316290  +2           -9619443     -5661551     33569693 
     316310  +2           -9464838     -5488585     33422891 
     316330  +2           -9309516     -5323896     33268259 
     316350  +2           -9153828     -5167564     33106350 
     316370  +2           -8998115     -5019630     32937709 
     316390  +2           -8842706     -4880100     32762868 
     316410  +2           -8687917     -4748946     32582346 
     316430  +2           -8534051     -4626109     32396646 
     316450  +2           -8381398     -4511502     32206253 
     316470  +2           -8230231     -4405014     32011634 
     316490  +2           -8080809     -4306512     31813237 
     316510  +2           -7933376     -4215843     31611489 
     316530  +2           -7788160     -4132838     31406798 
     316550  +2           -7645374     -4057314     31199550 
     316570  +2           -7505216     -3989077     30990112 
     316590  +2           -7367867     -3927922     30778829 
     316610  +2           -7233495     -3873639     30566027 
     316630  +2           -7102251     -3826013     30352013 
     316650  +2           -6974273     -3784825     30137074 
     316670  +2           -6849686     -3749855     29921480 
     316690  +2           -6728599     -3720884     29705483 
     316710  +2           -6611111     -3697693     29489318 
     316730  +2           -6497306     -3680068     29273205 
     316750  +2           -6387258     -3667797     29057349 
     316770  +2           -6281030     -3660675     28841941 
     316790  +2           -6178673     -3658501     28627159 
     316810  +2           -6080229     -3661081     28413168 
     316830  +2           -5985732     -3668230     28200123 
     316850  +2           -5895205     -3679768     27988168 
     316870  +2           -5808665     -3695524     27777437 
     316890  +2           -5726121     -3715337     27568056 
     316910  +2           -5647575     -3739052     27360142 
     316930  +2           -5573024     -3766524     27153805 
     316950  +2           -5502458     -3797617     26949150 
     316970  +2           -5435863     -3832204     26746274 
     316990  +2           -5373221     -3870166     26545269 
     317010  +2           -5314508     -3911393     26346224 
     317030  +2           -5259699     -3955784     26149222 
     317050  +2           -5208765     -4003246     25954343 
     317070  +2           -5161675     -4053695     25761664 
     317090  +2           -5118395     -4107055     25571260 
     317110  +2           -5078890     -4163257     25383204 
     317130  +2           -5043124     -4222240     25197565 
     317150  +2           -5011059     -4283950     25014414 
     317170  +2           -4982657     -4348341     24833818 
     317190  +2           -4957880     -4415372     24655845 
     317210  +2           -4936689     -4485011     24480563 
     317230  +2           -4919046     -4557230     24308039 
     317250  +2           -4904913     -4632008     24138340 
     317270  +2           -4894253     -4709328     23971536 
     317290  +2           -4887030     -4789180     23807695 
     317310  +2           -4883208     -4871558     23646888 
     317330  +2           -4882753     -4956461     23489186 
     317350  +2           -4885633     -5043891     23334663 
     317370  +2           -4891815     -5133855     23183394 
     317390  +2           -4901270     -5226363     23035456 
     317410  +2           -4913969     -5321428     22890929 
     317430  +2           -4929886     -5419067     22749895 
     317450  +2           -4948995     -5519298     22612439 
     317470  +2           -4971273     -5622142     22478649 
     317490  +2           -4996698     -5727622     22348615 
     317510  +2           -5025250     -5835762     22222431 
     317530  +2           -5056911     -5946588     22100195 
     317550  +2           -5091665     -6060126     21982009 
     317570  +2           -5129496     -6176402     21867977 
     317590  +2           -5170391     -6295442     21758209 
     317610  +2           -5214339     -6417273     21652818 
     317630  +2           -5261329     -6541920     21551922 
     317650  +2           -5311353     -6669407     21455644 
     317670  +2           -5364402     -6799756     21364110 
     317690  +2           -5420471     -6932987     21277453 
     317710  +2           -5479554     -7069118     21195809 
     317730  +2           -5541647     -7208162     21119320 
     317750  +2           -5606746     -7350131     21048134 
     317770  +2           -5674847     -7495031     20982403 
     317790  +2           -5745948     -7642863     20922284 
     317810  +2           -5820047     -7793623     20867941 
     317830  +2           -5897140     -7947302     20819543 
     317850  +2           -5977225     -8103883     20777263 
     317870  +2           -6060298     -8263341     20741281 
     317890  +2           -6146355     -8425645     20711782 
     317910  +2           -6235390     -8590754     20688955 
     317930  +2           -6327397     -8758616     20672996 
     317950  +2           -6422367     -8929171     20664105 
     317970  +2           -6520290     -9102346     20662485 
     317990  +2           -6621152     -9278056     20668346 
     318010  +2           -6724938     -9456203     20681900 
     318030  +2           -6831629     -9636675     20703363 
     318050  +2           -6941202     -9819345     20732954 
     318070  +2           -7053630    -10004070     20770894 
     318090  +2           -7168882    -10190690     20817405 
     318110  +2           -7286922    -10379027     20872711 
     318130  +2           -7407708    -10568883     20937035 
     318150  +2           -7531192    -10760041     21010598 
     318170  +2           -7657319    -10952263     21093620 
     318190  +2           -7786028    -11145289     21186316 
     318210  +2           -7917250    -11338836     21288896 
     318230  +2           -8050906    -11532598     21401564 
     318250  +2           -8186910    -11726242     21524516 
     318270  +2           -8325166    -11919412     21657936 
     318290  +2           -8465567    -12111725     21801997 
     318310  +2           -8607996    -12302773     21956856 
     318330  +2           -8752324    -12492119     22122655 
     318350  +2           -8898410    -12679300     22299515 
     318370  +2           -9046102    -12863825     22487536 
     318390  +2           -9195232    -13045178     22686793 
     318410  +2           -9345621    -13222815     22897333 
     318430  +2           -9497074    -13396167     23119173 
     318450  +2           -9649383    -13564640     23352296 
     318470  +2           -9802323    -13727616     23596647 
     318490  +2           -9955655    -13884455     23852133 
     318510  +2          -10109124    -14034498     24118615 
     318530  +2          -10262459    -14177069     24395910 
     318550  +2          -10415374    -14311476     24683784 
     318570  +2          -10567566    -14437016     24981950 
     318590  +2          -10718717    -14552979     25290067 
     318610  +2          -10868493    -14658651     25607734 
     318630  +2          -11016547    -14753319     25934490 
     318650  +2          -11162515    -14836277     26269812 
     318670  +2          -11306022    -14906830     26613114 
     318690  +2          -11446679    -14964300     26963743 
     318710  +2          -11584087    -15008033     27320981 
     318730  +2          -11717835    -15037406     27684045 
     318750  +2          -11847506    -15051832     28052087 
     318770  +2          -11972675    -15050767     28424196 
     318790  +2          -12092913    -15033720     28799400 
     318810  +2          -12207789    -15000256     29176669 
     318830  +2          -12316870    -14950005     29554920 
     318850  +2          -12419727    -14882669     29933021 
     318870  +2          -12515936    -14798028     30309796 
     318890  +2          -12605081    -14695945     30684034 
     318910  +2          -12686756    -14576372     31054494 
     318930  +2          -12760570    -14439355     31419916 
     318950  +2          -12826148    -14285036     31779026 
     318970  +2          -12883136    -14113658     32130549 
     318990  +2          -12931204    -13925565     32473218 
     319010  +2          -12970047    -13721203     32805784 
     319030  +2          -12999390    -13501121     33127027 
     319050  +2          -13018989    -13265965     33435765 
     319070  +2          -13028637    -13016479     33730868 
     319090  +2          -13028163    -12753498     34011265 
     319110  +2          -13017434    -12477943     34275955 
     319130  +2          -12996361    -12190815     34524015 
     319150  +2          -12964895    -11893184     34754610 
     319170  +2          -12923032    -11586184     34966999 
     319190  +2          -12870812    -11271000     35160542 
     319210  +2          -12808320    -10948858     35334702 
     319230  +2          -12735685    -10621014     35489053 
     319250  +2          -12653081    -10288745     35623280 
     319270  +2          -12560725     -9953333     35737178 
     319290  +2          -12458874     -9616056     35830655 
     319310  +2          -12347827     -9278178     35903728 
     319330  +2          -12227919     -8940935     35956520 
     319350  +2          -12099522     -8605528     35989255 
     319370  +2          -11963038     -8273110     36002254 
     319390  +2          -11818901     -7944782     35995928 
     319410  +2          -11667569     -7621582     35970770 
     319430  +2          -11509523     -7304479     35927347 
     319450  +2          -11345264     -6994368     35866293 
     319470  +2          -11175308     -6692068     35788298 
     319490  +2          -11000182     -6398315     35694102 
     319510  +2          -10820422     -6113763     35584484 
     319530  +2          -10636569     -5838983     35460253 
     319550  +2          -10449164     -5574462     35322241 
     319570  +2          -10258746     -5320605     35171293 
     319590  +2          -10065850     -5077738     35008261 
     319610  +2           -9871002     -4846109     34833997 
     319630  +2           -9674718     -4625892     34649345 
     319650  +2           -9477499     -4417193     34455136 
     319670  +2           -9279831     -4220052     34252183 
     319690  +2           -9082184     -4034449     34041276 
     319710  +2           -8885007     -3860309     33823180 
     319730  +2           -8688730     -3697507     33598628 
     319750  +2           -8493761     -3545872     33368323 
     319770  +2           -8300485     -3405195     33132933 
     319790  +2           -8109263     -3275232     32893092 
     319810  +2           -7920434     -3155710     32649398 
     319830  +2           -7734312     -3046331     32402412 
     319850  +2           -7551188     -2946776     32152659 
     319870  +2           -7371329     -2856711     31900629 
     319890  +2           -7194977     -2775789     31646777 
     319910  +2           -7022353     -2703657     31391523 
     319930  +2           -6853654     -2639954     31135256 
     319950  +2           -6689057     -2584320     30878333 
     319970  +2           -6528716     -2536394     30621081 
     319990  +2           -6372766     -2495819     30363800 
     320010  +2           -6221323     -2462243     30106762 
     320030  +2           -6074484     -2435321     29850215 
     320050  +2           -5932330     -2414718     29594384 
     320070  +2           -5794924     -2400109     29339473 
     320090  +2           -5662315     -2391180     29085666 
     320110  +2           -5534537     -2387629     28833129 
     320130  +2           -5411611     -2389168     28582011 
     320150  +2           -5293547     -2395523     28332446 
     320170  +2           -5180343     -2406432     28084556 
     320190  +2           -5071988     -2421649     27838448 
     320210  +2           -4968460     -2440942     27594220 
     320230  +2           -4869729     -2464093     27351959 
     320250  +2           -4775759     -2490899     27111744 
     320270  +2           -4686507     -2521171     26873645 
     320290  +2           -4601924     -2554734     26637727 
     320310  +2           -4521956     -2591427     26404047 
     320330  +2           -4446545     -2631102     26172659 
     320350  +2           -4375630     -2673624     25943610 
     320370  +2           -4309146     -2718872     25716945 
     320390  +2           -4247026     -2766735     25492705 
     320410  +2           -4189203     -2817116     25270929 
     320430  +2           -4135606     -2869928     25051654 
     320450  +2           -4086166     -2925096     24834914 
     320470  +2           -4040812     -2982554     24620743 
     320490  +2           -3999474     -3042247     24409173 
     320510  +2           -3962083     -3104129     24200237 
     320530  +2           -3928570     -3168164     23993967 
     320550  +2           -3898867     -3234323     23790396 
     320570  +2           -3872909     -3302587     23589556 
     320590  +2           -3850631     -3372943     23391480 
     320610  +2           -3831972     -3445387     23196202 
     320630  +2           -3816872     -3519920     23003758 
     320650  +2           -3805273     -3596552     22814185 
     320670  +2           -3797120     -3675297     22627521 
     320690  +2           -3792362     -3756176     22443806 
     320710  +2           -3790949     -3839215     22263082 
     320730  +2           -3792835     -3924446     22085393 
     320750  +2           -3797977     -4011904     21910786 
     320770  +2           -3806334     -4101631     21739311 
     320790  +2           -3817870     -4193670     21571019 
     320810  +2           -3832550     -4288071     21405966 
     320830  +2           -3850344     -4384886     21244209 
     320850  +2           -3871225     -4484170     21085810 
     320870  +2           -3895169     -4585982     20930834 
     320890  +2           -3922154     -4690383     20779350 
     320910  +2           -3952163     -4797437     20631430 
     320930  +2           -3985182     -4907210     20487151 
     320950  +2           -4021199     -5019770     20346595 
     320970  +2           -4060206     -5135186     20209848 
     320990  +2           -4102198     -5253529     20077000 
     321010  +2           -4147172     -5374872     19948148 
     321030  +2           -4195130     -5499287     19823393 
     321050  +2           -4246074     -5626847     19702842 
     321070  +2           -4300011     -5757625     19586608 
     321090  +2           -4356950     -5891695     19474811 
     321110  +2           -4416901     -6029129     19367575 
     321130  +2           -4479879     -6169998     19265034 
     321150  +2           -4545900     -6314372     19167326 
     321170  +2           -4614981     -6462320     19074599 
     321190  +2           -4687143     -6613907     18987006 
     321210  +2           -4762408     -6769197     18904709 
     321230  +2           -4840799     -6928249     18827879 
     321250  +2           -4922341     -7091118     18756695 
     321270  +2           -5007059     -7257856     18691343 
     321290  +2           -5094981     -7428508     18632020 
     321310  +2           -5186135     -7603113     18578931 
     321330  +2           -5280549     -7781705     18532291 
     321350  +2           -5378251     -7964309     18492324 
     321370  +2           -5479269     -8150941     18459264 
     321390  +2           -5583632     -8341609     18433355 
     321410  +2           -5691366     -8536309     18414851 
     321430  +2           -5802497     -8735026     18404016 
     321450  +2           -5917049     -8937732     18401123 
     321470  +2           -6035045     -9144386     18406456 
     321490  +2           -6156504     -9354930     18420308 
     321510  +2           -6281443     -9569290     18442982 
     321530  +2           -6409875     -9787374     18474790 
     321550  +2           -6541809    -10009070     18516053 
     321570  +2           -6677249    -10234244     18567099 
     321590  +2           -6816195    -10462740     18628265 
     321610  +2           -6958639    -10694377     18699893 
     321630  +2           -7104567    -10928947     18782332 
     321650  +2           -7253957    -11166214     18875934 
     321670  +2           -7406780    -11405912     18981055 
     321690  +2           -7562997    -11647742     19098052 
     321710  +2           -7722558    -11891371     19227281 
     321730  +2           -7885403    -12136430     19369096 
     321750  +2           -8051459    -12382513     19523847 
     321770  +2           -8220641    -12629174     19691875 
     321790  +2           -8392850    -12875925     19873510 
     321810  +2           -8567971    -13122236     20069070 
     321830  +2           -8745872    -13367531     20278855 
     321850  +2           -8926406    -13611191     20503143 
     321870  +2           -9109406    -13852548     20742187 
     321890  +2           -9294685    -14090888     20996211 
     321910  +2           -9482037    -14325450     21265403 
     321930  +2           -9671233    -14555424     21549911 
     321950  +2           -9862022    -14779955     21849837 
     321970  +2          -10054129    -14998141     22165233 
     321990  +2          -10247255    -15209037     22496093 
     322010  +2          -10441075    -15411655     22842348 
     322030  +2          -10635239    -15604970     23203859 
     322050  +2          -10829370    -15787921     23580411 
     322070  +2          -11023064    -15959418     23971706 
     322090  +2          -11215891    -16118348     24377360 
     322110  +2          -11407394    -16263578     24796893 
     322130  +2          -11597089    -16393967     25229726 
     322150  +2          -11784468    -16508372     25675177 
     322170  +2          -11968996    -16605658     26132454 
     322190  +2          -12150116    -16684708     26600653 
     322210  +2          -12327249    -16744435     27078758 
     322230  +2          -12499796    -16783794     27565635 
     322250  +2          -12667140    -16801794     28060036 
     322270  +2          -12828650    -16797512     28560600 
     322290  +2          -12983684    -16770107     29065854 
     322310  +2          -13131592    -16718833     29574221 
     322330  +2          -13271719    -16643052     30084024 
     322350  +2          -13403412    -16542250     30593498 
     322370  +2          -13526023    -16416048     31100796 
     322390  +2          -13638915    -16264214     31604007 
     322410  +2          -13741466    -16086673     32101165 
     322430  +2          -13833076    -15883519     32590270 
     322450  +2          -13913172    -15655018     33069301 
     322470  +2          -13981213    -15401617     33536238 
     322490  +2          -14036698    -15123946     33989081 
     322510  +2          -14079169    -14822817     34425871 
     322530  +2          -14108218    -14499223     34844710 
     322550  +2          -14123492    -14154332     35243783 
     322570  +2          -14124697    -13789479     35621377 
     322590  +2          -14111603    -13406156     35975904 
     322610  +2          -14084047    -13005999     36305914 
     322630  +2          -14041936    -12590769     36610115 
     322650  +2          -13985250    -12162338     36887386 
     322670  +2          -13914043    -11722666     37136789 
     322690  +2          -13828443    -11273781     37357578 
     322710  +2          -13728652    -10817755     37549205 
     322730  +2          -13614946    -10356683     37711322 
     322750  +2          -13487671     -9892658     37843782 
     322770  +2          -13347241     -9427750     37946637 
     322790  +2          -13194136     -8963982     38020129 
     322810  +2          -13028896     -8503311     38064683 
     322830  +2          -12852116     -8047608     38080896 
     322850  +2          -12664440     -7598641     38069522 
     322870  +2          -12466558     -7158061     38031458 
     322890  +2          -12259195     -6727390     37967728 
     322910  +2          -12043109     -6308011     37879464 
     322930  +2          -11819082     -5901159     37767889 
     322950  +2          -11587914     -5507918     37634298 
     322970  +2          -11350415     -5129221     37480041 
     322990  +2          -11107400     -4765846     37306505 
     323010  +2          -10859684     -4418422     37115098 
     323030  +2          -10608073     -4087432     36907231 
     323050  +2          -10353361     -3773218     36684308 
     323070  +2          -10096325     -3475991     36447710 
     323090  +2           -9837719     -3195837     36198784 
     323110  +2           -9578271     -2932728     35938835 
     323130  +2           -9318680     -2686532     35669117 
     323150  +2           -9059612     -2457023     35390826 
     323170  +2           -8801699     -2243892     35105095 
     323190  +2           -8545535     -2046756     34812991 
     323210  +2           -8291677     -1865172     34515513 
     323230  +2           -8040642     -1698642     34213589 
     323250  +2           -7792908     -1546628     33908078 
     323270  +2           -7548913     -1408556     33599768 
     323290  +2           -7309056     -1283828     33289381 
     323310  +2           -7073696     -1171826     32977573 
     323330  +2           -6843155     -1071924     32664936 
     323350  +2           -6617717      -983489     32352002 
     323370  +2           -6397630      -905889     32039247 
     323390  +2           -6183109      -838499     31727095 
     323410  +2           -5974336      -780704     31415918 
     323430  +2           -5771460      -731901     31106044 
     323450  +2           -5574603      -691505     30797758 
     323470  +2           -5383857      -658949     30491308 
     323490  +2           -5199291      -633688     30186906 
     323510  +2           -5020948      -615199     29884732 
     323530  +2           -4848849      -602984     29584939 
     323550  +2           -4682995      -596568     29287654 
     323570  +2           -4523369      -595503     28992981 
     323590  +2           -4369937      -599364     28701005 
     323610  +2           -4222649      -607753     28411793 
     323630  +2           -4081443      -620297     28125397 
     323650  +2           -3946242      -636648     27841855 
     323670  +2           -3816961      -656482     27561195 
     323690  +2           -3693505      -679498     27283433 
     323710  +2           -3575771      -705418     27008580 
     323730  +2           -3463648      -733987     26736637 
     323750  +2           -3357021      -764972     26467601 
     323770  +2           -3255770      -798158     26201463 
     323790  +2           -3159770      -833351     25938211 
     323810  +2           -3068895      -870376     25677830 
     323830  +2           -2983016      -909075     25420303 
     323850  +2           -2902003      -949306     25165610 
     323870  +2           -2825726      -990944     24913731 
     323890  +2           -2754055     -1033879     24664644 
     323910  +2           -2686861     -1078015     24418327 
     323930  +2           -2624016     -1123269     24174759 
     323950  +2           -2565394     -1169570     23933918 
     323970  +2           -2510870     -1216859     23695783 
     323990  +2           -2460323     -1265089     23460334 
     324010  +2           -2413635     -1314222     23227550 
     324030  +2           -2370690     -1364230     22997413 
     324050  +2           -2331376     -1415094     22769904 
     324070  +2           -2295584     -1466803     22545007 
     324090  +2           -2263210     -1519355     22322706 
     324110  +2           -2234154     -1572754     22102987 
     324130  +2           -2208319     -1627011     21885837 
     324150  +2           -2185612     -1682144     21671244 
     324170  +2           -2165946     -1738177     21459198 
     324190  +2           -2149237     -1795139     21249689 
     324210  +2           -2135406     -1853064     21042710 
     324230  +2           -2124378     -1911991     20838256 
     324250  +2           -2116082     -1971964     20636322 
     324270  +2           -2110453     -2033031     20436905 
     324290  +2           -2107429     -2095245     20240004 
     324310  +2           -2106954     -2158661     20045619 
     324330  +2           -2108974     -2223339     19853753 
     324350  +2           -2113442     -2289342     19664410 
     324370  +2           -2120314     -2356736     19477596 
     324390  +2           -2129550     -2425590     19293319 
     324410  +2           -2141115     -2495977     19111589 
     324430  +2           -2154977     -2567973     18932418 
     324450  +2           -2171110     -2641655     18755820 
     324470  +2           -2189491     -2717104     18581812 
     324490  +2           -2210101     -2794404     18410413 
     324510  +2           -2232926     -2873641     18241644 
     324530  +2           -2257954     -2954903     18075530 
     324550  +2           -2285179     -3038282     17912098 
     324570  +2           -2314598     -3123871     17751378 
     324590  +2           -2346211     -3211766     17593403 
     324610  +2           -2380022     -3302065     17438210 
     324630  +2           -2416040     -3394870     17285839 
     324650  +2           -2454276     -3490283     17136333 
     324670  +2           -2494746     -3588410     16989740 
     324690  +2           -2537468     -3689359     16846113 
     324710  +2           -2582464     -3793240     16705507 
     324730  +2           -2629760     -3900166     16567983 
     324750  +2           -2679386     -4010251     16433608 
     324770  +2           -2731373     -4123612     16302452 
     324790  +2           -2785758     -4240369     16174593 
     324810  +2           -2842579     -4360642     16050113 
     324830  +2           -2901879     -4484554     15929101 
     324850  +2           -2963703     -4612231     15811652 
     324870  +2           -3028099     -4743799     15697869 
     324890  +2           -3095119     -4879387     15587862 
     324910  +2           -3164817     -5019125     15481748 
     324930  +2           -3237251     -5163144     15379654 
     324950  +2           -3312482     -5311576     15281715 
     324970  +2           -3390572     -5464555     15188075 
     324990  +2           -3471587     -5622215     15098887 
     325010  +2           -3555596     -5784690     15014317 
     325030  +2           -3642670     -5952113     14934539 
     325050  +2           -3732883     -6124618     14859741 
     325070  +2           -3826311     -6302338     14790121 
     325090  +2           -3923031     -6485403     14725891 
     325110  +2           -4023124     -6673941     14667276 
     325130  +2           -4126672     -6868078     14614516 
     325150  +2           -4233759     -7067935     14567864 
     325170  +2           -4344469     -7273630     14527590 
     325190  +2           -4458890     -7485274     14493980 
     325210  +2           -4577109     -7702972     14467336 
     325230  +2           -4699214     -7926821     14447978 
     325250  +2           -4825293     -8156909     14436244 
     325270  +2           -4955435     -8393313     14432491 
     325290  +2           -5089728     -8636098     14437096 
     325310  +2           -5228259     -8885315     14450456 
     325330  +2           -5371113     -9141000     14472987 
     325350  +2           -5518375     -9403170     14505128 
     325370  +2           -5670125     -9671822     14547339 
     325390  +2           -5826442     -9946930     14600100 
     325410  +2           -5987399    -10228444     14663915 
     325430  +2           -6153065    -10516286     14739309 
     325450  +2           -6323504    -10810345     14826828 
     325470  +2           -6498772    -11110477     14927040 
     325490  +2           -6678917    -11416500     15040532 
     325510  +2           -6863979    -11728189     15167912 
     325530  +2           -7053988    -12045276     15309806 
     325550  +2           -7248961    -12367441     15466856 
     325570  +2           -7448902    -12694312     15639719 
     325590  +2           -7653801    -13025457     15829063 
     325610  +2           -7863632    -13360383     16035567 
     325630  +2           -8078349    -13698528     16259913 
     325650  +2           -8297888    -14039259     16502785 
     325670  +2           -8522161    -14381865     16764863 
     325690  +2           -8751056    -14725555     17046817 
     325710  +2           -8984435    -15069450     17349302 
     325730  +2           -9222131    -15412583     17672949 
     325750  +2           -9463946    -15753892     18018356 
     325770  +2           -9709648    -16092219     18386083 
     325790  +2           -9958968    -16426304     18776637 
     325810  +2          -10211599    -16754787     19190463 
     325830  +2          -10467193    -17076205     19627934 
     325850  +2          -10725358    -17388992     20089334 
     325870  +2          -10985657    -17691482     20574848 
     325890  +2          -11247604    -17981911     21084546 
     325910  +2          -11510663    -18258421     21618368 
     325930  +2          -11774248    -18519071     22176108 
     325950  +2          -12037718    -18761840     22757399 
     325970  +2          -12300380    -18984645     23361698 
     325990  +2          -12561485    -19185350     23988270 
     326010  +2          -12820230    -19361785     24636174 
     326030  +2          -13075760    -19511765     25304248 
     326050  +2          -13327167    -19633114     25991099 
     326070  +2          -13573494    -19723687     26695094 
     326090  +2          -13813736    -19781400     27414352 
     326110  +2          -14046848    -19804259     28146740 
     326130  +2          -14271747    -19790394     28889873 
     326150  +2          -14487320    -19738090     29641120 
     326170  +2          -14692429    -19645824     30397612 
     326190  +2          -14885921    -19512298     31156256 
     326210  +2          -15066639    -19336475     31913754 
     326230  +2          -15233430    -19117613     32666629 
     326250  +2          -15385156    -18855295     33411256 
     326270  +2          -15520709    -18549455     34143897 
     326290  +2          -15639020    -18200403     34860745 
     326310  +2          -15739075    -17808843     35557965 
     326330  +2          -15819926    -17375882     36231748 
     326350  +2          -15880706    -16903037     36878361 
     326370  +2          -15920641    -16392230     37494199 
     326390  +2          -15939063    -15845775     38075841 
     326410  +2          -15935419    -15266360     38620102 
     326430  +2          -15909284    -14657017     39124082 
     326450  +2          -15860368    -14021086     39585212 
     326470  +2          -15788522    -13362173     40001294 
     326490  +2          -15693743    -12684098     40370534 
     326510  +2          -15576179    -11990842     40691567 
     326530  +2          -15436127    -11286488     40963474 
     326550  +2          -15274032    -10575161     41185790 
     326570  +2          -15090483     -9860970     41358500 
     326590  +2          -14886206     -9147945     41482030 
     326610  +2          -14662056     -8439986     41557228 
     326630  +2          -14419007     -7740807     41585335 
     326650  +2          -14158140     -7053893     41567951 
     326670  +2          -13880631     -6382460     41506996 
